"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"	"InitialState"
"ALDH6A1"	"ALDH6A1"	-0.70293022206673	0.549383493870211	-0.0337637266478896	-0.00174527226523651	0.0525629426974391	"S01"	0.549383493870211	"IS02"
"NLK"	"NLK"	0.0414984882349081	0.549161411636718	-0.792694121790117	0.169092621921646	-0.200013065681072	"S01"	0.549161411636718	"IS02"
"B3GNT2"	"B3GNT2"	-0.461537979912854	0.54864340414583	0.11661139477837	0.0231127532542854	-0.413115701961598	"S01"	0.54864340414583	"IS02"
"MAP9"	"MAP9"	-1.31711544992808	0.547585703910926	0.015574995209638	0.431714656030459	0.0516926903685399	"S01"	0.547585703910926	"IS02"
"AIDA"	"AIDA"	0.10465441847793	0.547304974484576	-0.790674417038568	-0.0468126761539768	0.0447286648078032	"S01"	0.547304974484576	"IS02"
"FASTKD2"	"FASTKD2"	0.0864632242852773	0.54580081831758	-0.687010396411222	0.440620999356796	-0.754981465817546	"S01"	0.54580081831758	"IS02"
"ZNF519"	"ZNF519"	0.110906994287533	0.544432412840705	-0.633688497187745	0.32113091762072	-0.663911610505363	"S01"	0.544432412840705	"IS02"
"ZBTB44"	"ZBTB44"	0.0970204017367837	0.543734642034304	-0.675462638565819	0.32502880234154	-0.607992039755965	"S01"	0.543734642034304	"IS02"
"EXOSC3"	"EXOSC3"	-0.571720404602461	0.539199167422286	-0.524048396253322	0.523594217899609	-0.312994360551816	"S01"	0.539199167422286	"IS02"
"ZBTB14"	"ZBTB14"	-0.307982551442023	0.539143039040324	-0.284860499489128	0.471048460373371	-0.787840232035	"S01"	0.539143039040324	"IS02"
"GNPAT"	"GNPAT"	-0.921467254708553	0.538825900793474	0.060531829075689	0.276488629264738	-0.197549306920817	"S01"	0.538825900793474	"IS02"
"ARHGAP11B"	"ARHGAP11B"	-1.15415925322612	0.536731836538626	0.179542163933719	0.528895284502282	-0.432910864665467	"S01"	0.536731836538626	"IS02"
"KIF20A"	"KIF20A"	-1.17526427981568	0.535501961149304	0.291332609094507	0.271587797376665	-0.154126579425279	"S01"	0.535501961149304	"IS02"
"DIAPH3"	"DIAPH3"	-0.863171797046867	0.534374577680647	-0.00668571744842434	0.346034460667256	-0.284503544699891	"S01"	0.534374577680647	"IS02"
"ALKBH1"	"ALKBH1"	-1.17423197609394	0.532848939234592	-0.0480459339573192	0.471967865173243	-0.0759754655624653	"S01"	0.532848939234592	"IS02"
"ZNF674"	"ZNF674"	-1.19192655564308	0.532420953379368	0.0436353628731959	0.454336607888424	-0.129324396333181	"S01"	0.532420953379368	"IS02"
"ARMC8"	"ARMC8"	-0.273062116928765	0.53166430077587	-0.645154746780968	0.376691657671264	-0.288728153573744	"S01"	0.53166430077587	"IS02"
