NAME	B_preGC	HRS	T_CD8	B_Memory	Plasma	DC_Conventional	T_gd	T_Treg	B_GC	T_MKI67	NK	T_CD4	DC_Plasmacytoid	Macrophage	ILC	CAF
SPANXN1	1.00000000000000000	89.93703083288167477	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SPC24	2.59263097747613891	79.35253051717913308	8.84351518744038323	3.53769864658460920	18.83421886848296367	1.18621781027291728	8.22549289878178769	4.70236115814648770	160.41586713166063305	287.43890884587176515	4.76031279207090741	5.88833631761563314	2.45539470525064285	1.61481191105485333	1.00000000000000000	11.95290437029710517
SPDL1	59.39218080954862700	111.69925000327278042	51.93843399793617266	44.59426257311062614	28.43316286639153745	19.37077636619867249	40.40231202376843811	35.99088953759503795	133.65961816369895132	199.68234354529732855	42.83549315136026081	57.35891166491654758	55.18158187654507429	11.29812715379535604	59.37201592810993134	24.39323635122378420
SPI1	1370.92538262365246737	180.11990726552073738	14.57832313758405007	1364.65205430646278728	149.33342706700642566	4176.43850597520940937	10.64371009679969227	1.68878806969452588	1842.47959065170721260	24.40008806598730118	6.99491314405298947	7.12410031674961530	260.88875691178100169	4080.45623718260139867	59.95410723009694465	414.09469725377664417
SPIB	2022.67650271235470427	810.20036847506207778	13.70661516680205594	2496.42123055004049093	57.03785025288060240	388.69145255937723960	16.57431239972422787	5.08575797690850262	1909.42121227789539262	6.70437307838881402	21.48884809233524251	8.08041623855070412	3439.87458320479436225	29.77612421535328480	22.63830097359378968	635.51013648157368152
SPIC	1.49075492617869076	2.08547237358109072	1.00000000000000000	1.00000000000000000	1.00000000000000000	20.55920780018907124	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.67487837977270138	2.75961226576540009	1.98377399664370313	2.62406310342014670	30.79617849688610320	1.00000000000000000	370.09869677319522907
SPINK13	1.00000000000000000	72.98742167267268144	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.22396543769167288	1.36282325694757933	1.00000000000000000	1.19511110902687823	1.00000000000000000	1.19145714316967299	1.00000000000000000	1.00000000000000000
SPN	67.54548436990275206	32.18091941688432200	1180.45745184616657752	78.55425109329658540	175.45577427258422176	475.58814709604212112	1495.42242830612394755	523.85937846738738699	161.07093203074228427	728.69332973085101912	1511.16151829169120901	733.61624453649756106	808.69501605159518931	203.02003594349403670	1762.35260924297404017	143.54511225211115288
SPOCK2	306.73097688856285004	46.81435754957853845	1443.97842992794494421	434.52628811240191453	41.55686217962730211	49.93444143221348952	689.85843462364857714	6786.03146508030476980	34.69708808032589786	2158.94988851461994273	645.82016422451056314	3124.69051973664409161	12.15749162467698419	10.03898141665561994	1999.85665069693482110	235.78388529256193351
SPTSSB	1.00000000000000000	2.02984786763176039	2.79580446860907328	2.39862724007121209	1.45238173156022654	1.32514784788860651	396.21787771591431238	1.00000000000000000	1.00000000000000000	1.00000000000000000	1422.08073322131713212	2.08675780566580826	1.00000000000000000	1.00000000000000000	148.49815886074702576	1.71510252834662147
SRMS	2.45459815884844268	2.27045729778188132	1.00000000000000000	8.62316932950037618	2.20771057520694569	1.00000000000000000	1.00000000000000000	1.00000000000000000	5.69792637964808879	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SSTR2	3.53193424303864800	3.42262175777675548	2.43768475078707336	3.02146187417101153	54.08631734556232828	2.62995356162430038	1.00000000000000000	9.96150625532911249	80.02603620562068443	7.98585677059417787	2.09844562546871538	10.66006160669920888	4.27947615354586652	1.52767862413564459	8.76479252546280208	29.65371172999573446
ST8SIA1	6.18183981146678274	73.24635507038755122	159.13692570306204743	1.00000000000000000	9.13707680864469118	54.08200198162163019	1.00000000000000000	74.28014931554739064	6.20995216404320605	83.84493388749768883	1.00000000000000000	82.76091440547401135	5.34296823833285828	5.18115363361626713	14.10981217224951401	323.67793641320218967
STEAP2	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	3.04415723744960731	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.94927733551324356	1.29576341356772318	1.00000000000000000	182.03396603127768572
STEAP4	1.37483649382682627	7.54865829679290634	1.00000000000000000	1.00000000000000000	1.00000000000000000	84.71290614725566570	1.00000000000000000	1.81101308123974736	1.00000000000000000	1.00000000000000000	2.11042678895851221	1.00000000000000000	2.05918710376414538	326.10049298131360729	1.00000000000000000	41.36029773078644212
STK33	47.75995557317976647	114.26563852723504056	17.52854071018364124	34.87355279718691747	12.03536388414257807	2.47619703347660058	38.09592912717371149	5.53244488428014858	36.83058013835240985	6.30849927141058142	8.04259600357587168	1.55800519744138799	6.54331723838094881	1.64108329296340383	3.54648986361981455	42.90000971814587416
STRIP2	1.12262250912916062	99.22984158943046396	4.27325556456284961	1.78230642627714242	1.58212296667109964	45.50848867704218037	6.38892504737811251	3.54133323646715992	16.73819745689730354	48.31969912117411070	3.41401308695885630	6.64323635196919859	1.00000000000000000	2.81501143932863584	3.66039026912593579	192.50023646049791637
STUM	5.25355348474876038	1.00000000000000000	1.45044497777748038	2.27904258109114366	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.41171550279104618	1.00000000000000000	1.00000000000000000	1.37603816657636191	1.00000000000000000	1.36372212281409988	1.00000000000000000	15.92419444464453626
STXBP6	1.00000000000000000	76.71921165290513045	1.00000000000000000	4.02804737308036209	24.23798365047528591	1.23497715242177053	1.00000000000000000	1.00000000000000000	34.15322153829929874	1.74390304299217114	1.00000000000000000	1.00000000000000000	32.02369847107387102	1.35824726036206522	1.00000000000000000	57.95608673178738002
SUCNR1	1.00000000000000000	4.88689660180019736	1.00000000000000000	1.47003277814892508	1.00000000000000000	93.42302321214222616	1.00000000000000000	1.00000000000000000	1.85653508411656754	1.14325745934706369	1.00000000000000000	1.00000000000000000	48.76186783313031725	106.47206017428626978	1.00000000000000000	17.90115023001371952
SUGCT	13.62779932539873684	7.86912870944890752	1.21768921019330567	5.00819739674695708	8.71678439343726552	1.00000000000000000	1.00000000000000000	1.00000000000000000	722.93670471734071725	1.14890689316964045	4.39681873029928383	8.06621296200764171	2.38703276696343858	1.20391202625060556	1.00000000000000000	48.57914804087300098
SULF2	56.71824678123712005	29.20614281587822703	7.09893799580769702	48.03532794985346754	15.61436015251698883	890.45661749979342403	18.66883011066133236	2.17608932237306973	35.46276111959136301	7.70345685494079646	18.40750532099597692	10.65622905604880089	1282.35682460286830064	259.63013249339655886	5.81553214427169696	997.31917983735877442
SUSD1	76.22885052185942811	77.33015410739726292	44.96196249758681773	49.45728291124109433	2.64570104820906193	122.82885251541050309	143.09332313432543060	18.67607672810086683	49.56399693285484886	32.33337061464860085	86.81721194047126744	35.46794947284251265	982.55992123769544833	117.58527739381698041	83.48299001115965723	533.58182024547602396
SUSD5	1.57980284809354887	1.28686689562185763	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.53997750852849702	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	83.94902376868634519
SV2C	1.00000000000000000	195.96321312425951078	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.36842553954477308	1.00000000000000000	2.15098075025362290	1.00000000000000000	1.00000000000000000	1.75916845106950537	1.00000000000000000	1.00000000000000000	1.00000000000000000
SYCP2	6.44105277179010205	194.03280856046777103	16.89702183645324496	12.08030727165074580	3.80801325409598102	7.17666731298156346	32.32638635894640089	15.80633201092443940	2.23776638956533347	33.20369306408494481	18.46113843074803640	10.52499147562506110	4.27197078339498937	4.84837972959586505	29.89399754502285944	136.84649476259673406
SYPL2	1.17664098261059147	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	6.48374504913126959	1.00000000000000000	1.73961080399647483	1.00000000000000000	1.78209431728711332	1.00000000000000000	6.49547817692484131	1.00000000000000000	1.11890187760012516	3.66039026912593890	43.20112123028259532
SYT2	1.45188779632957576	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	5.44506025743386424	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.49260983853193685	1.00000000000000000	1.00000000000000000	12.79853248686536915	1.00000000000000000
SYT4	1.00000000000000000	23.22268449517003930	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.74179744200960629	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	2.07133640169804334
SYTL3	6.43021320885931580	524.94545235355565183	674.65699669077491762	27.34821388455776869	27.81004975347335417	22.15398062875941676	702.30188822213926869	436.79514885827290982	5.63660485916896814	164.43755568703824110	1137.60052551082208083	396.83025833096036195	29.81489698536555721	30.06052937685459270	315.47452620868716622	63.26356245313410653
TBX21	41.02430436215057341	89.93005676907351642	441.45407039507239233	258.35942610127887065	16.92458652921990137	20.78187308843439851	1156.44806223092814434	12.75165070891861419	54.45853494446018317	78.40234845966148214	1127.40824778486171454	14.62107343252281844	3.58947574124571522	3.29944574508660882	69.36658184933297377	29.79452429836058514
TCF19	36.29107653122460420	115.30743546773294383	31.82652127414926113	30.43672360302522151	86.79624926988674360	16.68163440250186724	32.50934131867509791	21.77979019024010299	170.31145998013624876	476.26435975663258660	28.00895732772351465	46.65782552223660673	15.61043578550872546	6.98536099192747617	33.94760109628286671	111.86150925138352363
TCF7	45.21577670483578970	684.88534880207748756	904.45419259647519539	347.31823937763897447	50.57382105695504038	61.37550961218952494	1710.21421384711857172	561.64219250397150063	44.70266810510906907	1177.73875609211631854	2958.48937813653128615	5503.48262199591863464	14.81423745735224351	19.14860672539113295	4873.55501371460559312	573.52700561862820905
TCIM	1.00000000000000000	1.06006576854886903	1.00000000000000000	2.97876502185247549	1.00000000000000000	3.27990298990981843	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.38052693599039156	3.70472720005846901	1.00000000000000000	1604.25314398082082334
TCL1A	7202.09289248506047443	18.77118683462732918	40.13706779537121605	402.59153562927065195	107.29368202239885477	12.27927846623585495	6.60857606072029391	1.00000000000000000	4761.62587130441443151	10.93797796503632647	14.34575365957632087	11.16092276956101337	3472.64376459244022044	12.56224980918958423	19.01858039089687580	62.36846476944052142
TCL1B	89.19418248162071450	1.00000000000000000	1.00000000000000000	1.70080834690655447	1.00000000000000000	1.49831193909043536	1.00000000000000000	1.00000000000000000	59.01099407584000289	1.00000000000000000	1.00000000000000000	1.00000000000000000	33.24023081892934073	1.00000000000000000	1.00000000000000000	3.06415347277661443
TCN2	3.00256692144773574	13.76057686167812832	2.06165625553711074	7.86467751796223880	49.43058813482250002	97.19357248207772670	1.00000000000000000	11.26463800589101005	1.89461836200228584	10.44347708885074510	4.42504560621619003	11.45447480157573139	37.35317269471551782	170.50336100476681622	11.73337808268033911	356.03362452670415905
